Заголовок,Категория,Источник,Дата,Ссылка,Краткое описание
"Трамп попрощался с Си","Мир","LENTA","Fri, 15 May 2026 09:50:00 +0300","https://lenta.ru/news/2026/05/15/tramp-poproschalsya-s-si/","отсутсвует"
"Егор Крид сравнил себя с Иисусом","Культура","LENTA","Fri, 15 May 2026 09:50:00 +0300","https://lenta.ru/news/2026/05/15/egor-krid-sravnil-sebya-s-iisusom/","отсутсвует"
"Нефть стала дорожать после слов Трампа","Экономика","LENTA","Fri, 15 May 2026 09:48:00 +0300","https://lenta.ru/news/2026/05/15/neft-stala-dorozhat-posle-slov-trampa/","отсутсвует"
"У бывшего рекордсмена КХЛ снова нашли рак","Спорт","LENTA","Fri, 15 May 2026 09:46:00 +0300","https://lenta.ru/news/2026/05/15/u-byvshego-rekordsmena-khl-snova-nashli-rak/","отсутсвует"
"Раскрыты опасные настройки Android","Наука и техника","LENTA","Fri, 15 May 2026 09:46:00 +0300","https://lenta.ru/news/2026/05/15/never-allow/","отсутсвует"
"Продавцы выступили против навязывания российского вина","Экономика","LENTA","Fri, 15 May 2026 09:46:00 +0300","https://lenta.ru/news/2026/05/15/ne-nada/","отсутсвует"
"Трамп оценил внешность и характер Си Цзиньпина","Мир","LENTA","Fri, 15 May 2026 09:43:00 +0300","https://lenta.ru/news/2026/05/15/tramp-otsenil-vneshnost-i-harakter-si-tszinpina/","отсутсвует"
"Российская аспирантка накачала пациента кардиоцентра аналогом виагры и увела его из семьи","Россия","LENTA","Fri, 15 May 2026 09:41:00 +0300","https://lenta.ru/news/2026/05/15/rossiyskaya-aspirantka-nakachala-patsienta-kardiotsentra-analogom-viagry-i-uvela-ego-iz-semi/","отсутсвует"
"Раскрыто состояние пострадавших при масштабной атаке ВСУ на столицу российского региона","Россия","LENTA","Fri, 15 May 2026 09:39:00 +0300","https://lenta.ru/news/2026/05/15/raskryto-sostoyanie-postradavshih-pri-masshtabnoy-atake-vsu-na-stolitsu-rossiyskogo-regiona/","отсутсвует"
"Следователи назвали число уголовных дел против украинских военных","Силовые структуры","LENTA","Fri, 15 May 2026 09:38:32 +0300","https://lenta.ru/news/2026/05/15/sledovateli-nazvali-chislo-ugolovnyh-del-protiv-ukrainskih-voennyh/","отсутсвует"
"Россия и Япония обсудили прямое авиасообщение","Путешествия","LENTA","Fri, 15 May 2026 09:34:00 +0300","https://lenta.ru/news/2026/05/15/rossiya-i-yaponiya-obsudili-pryamoe-aviasoobschenie/","отсутсвует"
"Онколог призвал отказаться от трех разрушительных утренних привычек","Забота о себе","LENTA","Fri, 15 May 2026 09:31:06 +0300","https://lenta.ru/news/2026/05/15/onkolog-prizval-otkazatsya-ot-treh-razrushitelnyh-utrennih-privychek/","отсутсвует"
"Племянника актрисы Варнавы наказали из-за 87-летней женщины","Силовые структуры","LENTA","Fri, 15 May 2026 09:23:00 +0300","https://lenta.ru/news/2026/05/15/plemyannika-ekateriny-varnavy-nakazali-iz-za-87-letney-zhenschiny/","отсутсвует"
"Россиянин в социальных сетях развращал малолетних девочек","Силовые структуры","LENTA","Fri, 15 May 2026 09:22:00 +0300","https://lenta.ru/news/2026/05/15/rossiyanin-v-sotsialnyh-setyah-razvraschal-maloletnih-devochek/","отсутсвует"
"Цена золота опустилась ниже 4600 долларов","Экономика","LENTA","Fri, 15 May 2026 09:20:00 +0300","https://lenta.ru/news/2026/05/15/tsena-zolota-opustilas-nizhe-4600-dollarov/","отсутсвует"
"«Страшное горе». Украина нанесла смертельный удар по одному из древнейших городов России. Что известно о последствиях атаки?","Россия","LENTA","Fri, 15 May 2026 09:20:00 +0300","https://lenta.ru/news/2026/05/15/vsu-atakovali-stolitsu-rossiyskogo-regiona-est-pogibshie-i-postradavshie-posledstviya-udara-popali-na-video/","отсутсвует"
"Названы самые трезвые регионы России","Россия","LENTA","Fri, 15 May 2026 09:17:00 +0300","https://lenta.ru/news/2026/05/15/nazvany-samye-trezvye-regiony-rossii/","отсутсвует"
"Россиянам назвали продукты для профилактики инфарктов и инсультов","Интернет и СМИ","LENTA","Fri, 15 May 2026 09:15:58 +0300","https://lenta.ru/news/2026/05/15/profilaktika/","отсутсвует"
"Названа дата визита Путина в Китай","Мир","LENTA","Fri, 15 May 2026 09:08:00 +0300","https://lenta.ru/news/2026/05/15/nazvana-data-vizita-putina-v-kitay/","отсутсвует"
"Президент Литвы сделал заявление о нарушающих воздушное пространство страны дронах","Бывший СССР","LENTA","Fri, 15 May 2026 09:06:00 +0300","https://lenta.ru/news/2026/05/15/prezident-litvy-sdelal-zayavlenie-o-narushayuschih-vozdushnoe-prostranstvo-strany-dronah/","отсутсвует"
"Блогерша сравнила стоимость жизни в Италии и в России","Путешествия","LENTA","Fri, 15 May 2026 09:05:08 +0300","https://lenta.ru/news/2026/05/15/blogersha-sravnila-stoimost-zhizni-v-italii-i-v-rossii/","отсутсвует"
"Найдено доказательство существования гигантского кальмара","Из жизни","LENTA","Fri, 15 May 2026 09:05:02 +0300","https://lenta.ru/news/2026/05/15/naydeno-dokazatelstvo-suschestvovaniya-gigantskogo-kalmara/","отсутсвует"
"Коррупцию признали недостаточным основанием для прекращения помощи Украине","Мир","LENTA","Fri, 15 May 2026 09:05:00 +0300","https://lenta.ru/news/2026/05/15/korruptsiyu-priznali-nedostatochnym-osnovaniem-dlya-prekraschenii-pomoschi-ukraine/","отсутсвует"
"Фотосессия сожительницы Тимати в откровенном бикини вызвала споры в сети","Ценности","LENTA","Fri, 15 May 2026 09:03:00 +0300","https://lenta.ru/news/2026/05/15/fotosessiya-sozhitelnitsy-timati-v-otkrovennom-bikini-vyzvala-spory-v-seti/","отсутсвует"
"Перечислены легендарные функции Windows","Наука и техника","LENTA","Fri, 15 May 2026 09:00:00 +0300","https://lenta.ru/news/2026/05/15/windows/","отсутсвует"
"Поиски бесследно исчезнувших в российской тайге Усольцевых возобновили","Россия","LENTA","Fri, 15 May 2026 08:59:00 +0300","https://lenta.ru/news/2026/05/15/poiski-bessledno-ischeznuvshih-v-rossiyskoy-tayge-usoltsevyh-vozobnovili/","отсутсвует"
"В России начали закрываться круглосуточные магазины","Экономика","LENTA","Fri, 15 May 2026 08:57:00 +0300","https://lenta.ru/news/2026/05/15/zakritie/","отсутсвует"
"Россиянин расправился с братом и показал его тело по видеосвязи","Силовые структуры","LENTA","Fri, 15 May 2026 08:48:18 +0300","https://lenta.ru/news/2026/05/15/rossiyanin-raspravilsya-s-bratom-i-pokazal-ego-telo-po-videosvyazi/","отсутсвует"
"Инфляция резко пошла вверх в четвертой экономике мира","Экономика","LENTA","Fri, 15 May 2026 08:44:23 +0300","https://lenta.ru/news/2026/05/15/inflyatsiya-rezko-poshla-vverh-v-chetvertoy-ekonomike-mira/","отсутсвует"
"Российские военные были возвращены из украинского плена в критическом состоянии","Бывший СССР","LENTA","Fri, 15 May 2026 08:44:00 +0300","https://lenta.ru/news/2026/05/15/rossiyskie-voennye-byli-vozvrascheny-iz-ukrainskogo-plena-v-kriticheskom-sostoyanii/","отсутсвует"
"В России рассказали о «роте калек» в ВСУ","Бывший СССР","LENTA","Fri, 15 May 2026 08:43:00 +0300","https://lenta.ru/news/2026/05/15/v-rossii-rasskazali-o-rote-kalek-v-vsu/","отсутсвует"
"Россияне стали терять меньше денег из-за мошенников","Экономика","LENTA","Fri, 15 May 2026 08:41:40 +0300","https://lenta.ru/news/2026/05/15/rossiyane-stali-teryat-menshe-deneg-iz-za-moshennikov/","отсутсвует"
"Россиянин приставал к девочкам возле школы и угрожал им расправой","Россия","LENTA","Fri, 15 May 2026 08:40:04 +0300","https://lenta.ru/news/2026/05/15/rossiyanin-pristaval-k-devochkam-vozle-shkoly-i-ugrozhal-im-raspravoy/","отсутсвует"
"Рубио ответил на вопрос о сроках и способах урегулирования конфликта с Ираном","Мир","LENTA","Fri, 15 May 2026 08:37:13 +0300","https://lenta.ru/news/2026/05/15/rubio-otvetil-na-vopros-o-srokah-i-sposobah-uregulirovaniya-konflikta-s-iranom/","отсутсвует"
"В США указали на угрозу для Украины из-за споров Трампа с Европой","Мир","LENTA","Fri, 15 May 2026 08:34:36 +0300","https://lenta.ru/news/2026/05/15/v-ssha-ukazali-na-ugrozu-dlya-ukrainy-iz-za-sporov-trampa-s-evropoy/","отсутсвует"
"В Армении блогер назвал Пашиняна одним словом и был отправлен в тюрьму","Бывший СССР","LENTA","Fri, 15 May 2026 08:33:00 +0300","https://lenta.ru/news/2026/05/15/v-armenii-bloger-nazval-pashinyana-odnim-slovom-i-byl-otpravlen-v-tyurmu/","отсутсвует"
"Финляндия закрыла воздушное пространство над Хельсинки из-за угрозы дронов","Мир","LENTA","Fri, 15 May 2026 08:32:00 +0300","https://lenta.ru/news/2026/05/15/finlyandiya-zakryla-vozdushnoe-prostranstvo-nad-helsinki-iz-za-ugrozy-dronov/","отсутсвует"
"Врач подсказал быстрый утренний тест для оценки общего состояния здоровья","Забота о себе","LENTA","Fri, 15 May 2026 08:30:56 +0300","https://lenta.ru/news/2026/05/15/vrach-podskazal-bystryy-utrenniy-test-dlya-otsenki-obschego-sostoyaniya-zdorovya/","отсутсвует"
"Многодетную россиянку заподозрили в изнасиловании ребенка-инвалида","Силовые структуры","LENTA","Fri, 15 May 2026 08:30:00 +0300","https://lenta.ru/news/2026/05/15/mnogodetnuyu-rossiyanku-zapodozrili-v-iznasilovanii-rebenka-invalida/","отсутсвует"
"Стало известно о решении ВСУ намеренно задерживать машину скорой помощи к раненым на ЗАЭС","Бывший СССР","LENTA","Fri, 15 May 2026 08:24:56 +0300","https://lenta.ru/news/2026/05/15/stalo-izvestno-o-reshenii-vsu-namerenno-zaderzhivat-mashinu-skoroy-pomoschi-k-ranenym-na-zaes/","отсутсвует"
